classification_system,code,code_clean,description,source
icd-10-mc,I50.810,I50810,"Right heart failure, unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.811,I50811,Acute right heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.812,I50812,Chronic right heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.813,I50813,Acute on chronic right heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.814,I50814,Right heart failure due to left heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.82,I5082,Biventricular heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.83,I5083,High output heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.84,I5084,End stage heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.89,I5089,Other heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I50.9,I509,"Heart failure, unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I51.81,I5181,Takotsubo syndrome,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I97.130,I97130,Postprocedural heart failure following cardiac surgery,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I97.131,I97131,Postprocedural heart failure following other surgery,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,O29.121,O29121,"Cardiac failure due to anesthesia during pregnancy, first trimester",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,O29.122,O29122,"Cardiac failure due to anesthesia during pregnancy, second trimester",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,O29.123,O29123,"Cardiac failure due to anesthesia during pregnancy, third trimester",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,O29.129,O29129,"Cardiac failure due to anesthesia during pregnancy, unspecified trimester",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,R57.0,R570,Cardiogenic shock,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,Z95.811,Z95811,Presence of heart assist device,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,Z95.812,Z95812,Presence of fully implantable artificial heart,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,398.91,39891,rheumatic heart failure (congestive),https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.01,40201,malignant hta heart disease with congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.11,40211,benign hta heart disease with congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.91,40291,unspecified hta heart disease with congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.01,40401,"cardiac and chronic renal disease hta malignant hta with cardiac i. and chronic renal disease std. i iv, or without esp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.03,40403,cardiac and chronic renal disease hta malignant with i. cardiac and with chronic renal disease st. v or end stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.11,40411,"cardiac and chronic renal disease hta benign with i. cardiac and with chronic renal disease est. i iv, or without sp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.13,40413,cardiac and chronic renal disease hta benign with i. cardiac and chronic renal disease st. v or end stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.91,40491,"cardiac and chronic renal disease unspecified hta with i. cardiac and with chronic renal disease est. i iv, or without esp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.93,40493,cardiac and chronic renal disease hta not specified with i. cardiac and with chronic renal disease est. v or end stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.0,4280,"congestive heart failure, not specified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.1,4281,left-sided heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.20,42820,"systemic heart failure, unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.21,42821,acute systemic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.22,42822,chronic systemic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.23,42823,acute-on-chronic systolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.30,42830,diastolic heart failure not specified,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.31,42831,acute diastolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.32,42832,chronic diastolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.33,42833,acute over chronic diastolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.40,42840,combined systolic and diastolic heart failure not specified,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.41,42841,acute combined systolic and acute diastolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.42,42842,chronic combined systolic and chronic diastolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.43,42843,acute over chronic combined systolic and diastolic heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,428.9,4289,neonatal heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,429.4,4294,post cardiac surgery functional disorder,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,429.83,42983,takotsubo syndrome,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,646.80,64680,other specific complication of pregnancy not specified with respect to epi. of care,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,646.81,64681,"other specific complication pregnancy delivery, with or without mention of antepartum status",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,646.83,64683,other specific complication of pregnancy antepartum status or complication,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,785.51,78551,cardiogenic shock,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,997.1,9971,cardiac surgical complications,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,V43.21,V4321,cardiac assist device,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,V43.22,V4322,fully implantable artificial heart,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
e90 (belgian pseudopathology codes),adg02,e90_acvc (FL_E90_ACVC),Cardiovascular Disease - Heart Disease,
