classification_system,code,code_clean,description,source
icd-10-mc,I13.0,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I13.10,I1310,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I13.11,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I13.2,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I15.0,I150,Renovascular hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I15.1,I151,Hypertension secondary to other renal disorders,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I15.2,I152,Hypertension secondary to endocrine disorders,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I15.8,I158,Other secondary hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I15.9,I159,"Secondary hypertension, unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I16.1,I161,Hypertensive emergency,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-10-mc,I67.4,I674,Hypertensive encephalopathy,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,401.0,4010,malignant arterial hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,401.1,4011,benign arterial hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,401.9,4019,unspecified arterial hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,362.11,36211,hypertensive retinopathy,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,401.9,4019,unspecified arterial hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.00,40200,hta malignant heart disease without congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.01,40201,hta malignant heart disease with congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.10,40210,benign hta heart disease without congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.11,40211,hta benign heart disease with congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.90,40290,unspecified hta heart disease without congestive cardiac failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,402.91,40291,unspecified hta heart disease with congestive heart failure,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,403.00,40300,"chronic renal disease hta malignant with chronic renal disease stage i iv, or unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,403.01,40301,"chronic renal disease hta malignant with stage v chronic renal disease, or end-stage renal disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,403.10,40310,"chronic renal disease hta benign with stage i iv chronic renal disease, or unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,403.11,40311,"chronic renal disease hta benign with stage v chronic renal disease, or end stage renal disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,403.90,40390,"chronic renal disease hta unspecified with chronic renal disease stage i to stage iv, or unspecified",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,403.91,40391,"chronic renal disease unspecified hta chronic renal disease stage v, or end-stage renal disease",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.00,40400,"cardiac and chronic renal disease hta malignant hta without cardiac i. and with chronic renal disease stage i iv, or unspecified hta with chronic renal disease stage v, or end-stage renal disease.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.01,40401,"cardiac and chronic renal disease hta malignant hta with cardiac i. and chronic renal disease est. i iv, or without sp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.02,40402,cardiac and chronic renal disease hta malignant hta without i. cardiac and with chronic renal disease est. v or end stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.03,40403,chronic cardiac and renal disease hta malignant with cardiac i. and chronic renal disease est. v or end stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.10,40410,"cardiac and chronic renal disease hta benign hta without cardiac i. and with chronic renal disease est. i iv, or without esp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.11,40411,"cardiac and chronic renal disease hta benign hta with i. cardiac and with chronic renal disease est. i iv, or without sp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.12,40412,cardiac and chronic renal disease hta benign without i. cardiac and with chronic renal disease est. v or end-stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.13,40413,cardiac and chronic renal disease hta benign with cardiac i. and chronic renal disease est. v or end-stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.90,40490,"cardiac and chronic renal disease unspecified hta without cardiac i. and with chronic renal disease est. i iv, or without sp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.91,40491,"cardiac and chronic renal disease hta not specified with i. cardiac and with chronic renal disease est. i iv, or without sp.",https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.92,40492,cardiac and chronic renal disease hta not specified without i. cardiac and with chronic renal disease est. v or end stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,404.93,40493,cardiac and chronic renal disease hta non-specific with i. cardiac and with chronic renal disease est. v or end-stage renal disease,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,405.01,40501,secondary malignant renovascular hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,405.09,40509,other secondary malignant hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,405.11,40511,benign secondary renovascular hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,405.19,40519,other benign secondary hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,405.91,40591,secondary neo renovascular secondary hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,405.99,40599,other neonatal secondary hypertension,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
icd-09-mc,437.2,4372,hypertensive encephalopathy,https://www.hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp
Invitations vaccination,,Invit_Hypertension_arterielle (FL_INVIT_HTN_ARTERIELLE),Invited to vaccination due to high blood pressure (flag),
